REPORT_NUMBER,NAME,DATETIME_OF_INCIDENT,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,CLASS_TXT,LOSS,RECOV,SPUNIT,SPUNIT_TXT,TOTAL_BBLS_RELEASED,FATALITY_IND,INJURY_IND,SHUTDOWN_DUE_ACCIDENT_IND,IGNITE_IND,EXPLODE_IND,ON_OFF_SHORE,INCIDENT_AREA_TYPE,DEPTH_OF_COVER,ITEM_INVOLVED,NOMINAL_PIPE_SIZE_IN,PIPE_DIAMETER,INSTALLATION_YEAR,AGE_OF_FACILITY,RELEASE_TYPE,LEAK_TYPE,TOTAL_EST_COST,ACCIDENT_PRESSURE,DETECTED,WATER_CONTAM_IND,CAUSE,,,MPVST,SURNO,TELRN,TELDT,PPPRP,EMRPRP,ENVPRP,OPCPRP,OPCPRPO,PRODPRP,OPPRP,OOPPRP,OOPPRPO,SPILLED,CLASS,GEN_CAUSE,LINE_SEG,IFED,INTER,OFFAREA,BNUMB,OFFST,OCS,OPPROP,PIPEROW,HCA,HCADESC,SYSPRT,SYSPRT_TXT,SYSPRTO,FAIL_OC,FAIL_OCO,INC_PRS,MOP,LRTYPE,LRTYPEO,LEAK,PUNC_DIAM,RUPTURE,RUPTURE_TXT,RUPLN,PROPLN,UBLKVM,UBLKVA,UBLKVR,UBLKVC,DBLKVM,DBLKVA,DBLKVR,DBLKVC,SEGISO,VLVDIST,SEGCONF,INLINE,INLINE_TXT,DRHRMF,DRHRMFY,DRLRMF,DRLRMFY,DRUT,DRUTY,DRGEO,DRGEOY,DRCAL,DRCALY,DRCRK,DRCRKY,DRHARD,DRHARDY,DROTH,DROTHY,WALLTHK,SPEC,SMYS,SEAM,VALVE,MANU,MANYR,LOCLK,EFAT,NFAT,GPFAT,EINJ,NINJ,GPINJ,SHUTDAY,SHUTHR,SHUTMIN,EVAC,EVACNO,EVAC_REASON,EVAC_REASON_TEXT,STHH,STMN,IMPACT,REMEDIAL,RSURFACE,RGROUND,RSOIL,RVEG,RWILD,AMT_IN_WATER,OCEAN,SURFACE,GROUNDW,DRINK,DRINKSRC,DRINKSRC_TXT,COMP_BASED,DETECTED,DETECTEDO,DURLEAK_DAY,DURLEAK_HR,CAUSE,CAUSE_TXT,PIPE_COAT,PIPE_COAT_TXT,VIS_EXAM,VIS_EXAM_TXT,VIS_EXAMO,COR_CAUSE,COR_CAUSE_TXT,COR_CAUSEO,PROT,CPYR,PREV_DAM,PREV_DAM_YR,PREV_DAM_MO,PREV_DAM_UK,EARTH_MOVE,EARTH_MOVE_TXT,EARTH_MOVEO,FLOODS,FLOODS_TXT,FLOODSO,TEMPER,TEMPER_TXT,TEMPERO,THIRD_PARTY_GRP,THIRD_PARTY_GRP_TXT,THIRD_PARTY_TYPE,THIRD_PARTY_TYPE_TXT,THIRD_PARTY_TYPEO,EXCAV_TYPE,EXCAV_TYPE_TXT,EXCAV_ON,EXCAV_LAST_CONTACT,NOTIF,NOTIF_DATE,NOTIF_RCVD_TXT,MARKED,TEMP_MARK,TEMP_MARK_TXT,PERM_MARK,ACC_MARK,ACC_MARK_TXT,MKD_IN_TIME,FIRE_EXPLO,FIRE_EXPLO_TXT,PIPE_BODY,PIPE_BODY_TXT,PIPE_BODYO,COMPONENT,COMPONENT_TXT,COMPONENTO,JOINT,JOINT_TXT,JOINTO,BUTT,BUTT_TXT,BUTTO,FILLET,FILLET_TXT,FILLETO,PIPE_SEAM,PIPE_SEAM_TXT,PIPE_SEAMO,FAIL_TYPE,FAIL_TYPE_TXT,CONS_DEF,CONS_DEF_TXT,PIPE_DAMAGE,PRS_TEST,TEST_DATE,TEST_MED,TEST_MED_TXT,TEST_MEDO,TEST_TP,TEST_PRS,MALFUNC,MALFUNC_TXT,MALFUNCO,THREADS,THREADS_TXT,THREADSO,SEAL,SEAL_TXT,SEALO,IO_TYPE,IO_TYPE_TXT,IO_TYPEO,IO_DRUG,IO_ALCO,MISC,UNKNOWN,UNKNOWN_TXT,PNAME,PTEL,PEMAIL,PFAX,NARRATIVE
20080292,MARATHON PIPE LINE LLC,9/3/2008,39.523801,-88.070495,ULTRA LOW SULFUR DIESEL,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",770,770,1,BARRELS,,NO,NO,YES,NO,NO,ONSHORE,UNDER GROUND,4,PIPE SEAM,12.75,,1958,,RUPTURE,,2936068,NO,CPM/SCADA-BASED SYSTEM WITH LEAK DETECTION,YES,MATERIAL AND/OR WELD FAILURES,,,,2207+54,882609,9/3/2008,118587,2543148,38875,0,,81620,99802,54036,LAND PURCHASE SUPPORT,YES,3,5,ASHMORE-CHAMPAIGN 12,NO,INTERSTATE,,,,NO,NO,YES,NO,,5,"ONSHORE PIPELINE, INCLUDING VALVE SITES",,2,,1158,1211,2,,,,2,LONGITUDINAL-TEAR/CRACK,3,6,NO,NO,YES,NO,NO,NO,YES,NO,79200,316800,YES,1,YES,YES,2002,NO,,NO,,YES,2002,NO,,NO,,NO,,NO,,0.25,API 5L,46000,ERW LOW FREQUENCY,N/A,REPUBLIC STEEL,1958,4,0,0,0,0,0,0,1,5,22,NO,,,,,,NO,YES,NO,NO,YES,YES,NO,1,NO,YES,NO,NO,,,YES,1,,0,1,19,PIPE SEAM WELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LF ERW,,1,CONSTRUCTION DEFECT,1,POOR WORKMANSHIP,NO,YES,10/12/2004,1,WATER,,8,1514,,,,,,,,,,,,,,,,,,JENNIFER RADER,4194214631,JERADER@MARATHONOIL.COM,4194213917,"THE FINDLAY OPERATIONS CENTER RECEIVED A SUCTION AND DISCHARGE PRESSURE DEVIATION ALARMS AT ASHMORE STATION. A CPM LEAK ALARM FOLLOWED SHORTLY AFTER AND THE WABASH SYSTEM WAS IMMEDIATELY SHUTDOWN. SHUTDOWN OF THE SYSTEM WAS INITIATED 36 SECONDS AFTER CPM ALARM AND FLOW WAS STOPPED 11 SECONDS LATER. THE WABASH EXPERIENCED A FAILURE 100 YARDS DOWNSTREAM OF ASHMORE STATION.  THE LINE WAS TURNED FROM CHAMPAIGN TO HAMMOND IMMEDIATELY PRIOR TO FAILURE.  ANALYSIS OF THE PIPE REVEALED THAT THE FAILURE MECHANISM WAS A DEFORMATION ANOMALY THAT WAS CENTERED ADJACENT TO THE LONGITUDINAL ERW SEAM WITH A SHEAR CRACK THAT FORMED ON THE OUTSIDE DIAMTER OF THE PIPE DUE TO RE-ROUNDING OF THE DEFORMATION.    A LONGITUDINAL SEAM SPLIT DID OCCUR, AND WAS THE PRIMARY CONTRIBUTOR TO THE VOLUME RELEASED; HOWEVER, THE SEAM SPLIT WAS SECONDARY TO THE DEFORMATION ANOMALY CENTERED ADJACENT TO THE LONGITUDINAL ERW SEAM. A REVISED FINAL REPORT IS BEING SUBMITTED THIS 23RD DAY OF MARCH, 2010 CHANGING THE CAUSE FROM MISCELLANEOUS TO RUPTURE, LONGITUDINAL SEAM SPLIT.     THE DEFORMATION IS BELIEVED TO HAVE OCCURRED DURING THE ORIGINAL COMMISSIONING HYDROSTATIC PRESSURE TEST. THEREFORE, CONSTRUCTION DEFECT WAS SELECTED THOUGH NEITHER OPTION AVAILABLE IS TRULY REPRESENTATIVE OF THE SITUATION. POOR WORKMANSHIP WAS SELECTED AS THE SPECIFIC CONSTRUCTION DEFECT SINCE THE DEFORMATION OCCURRED DURING THE ORIGINAL CONSTRUCTION AND THE CRACKING PROPAGATION OCCURRED FROM REROUNDING DURING HYDROSTATIC PRESSURE TESTS.     BECAUSE THIS REPORTING FORM DOES NOT ALLOW FOR REPORTING OF MINUTES IN QUESTION G3, THE DATA HAS BEEN INPUT AS LEAK DURATION OF 1 HOUR.  HOWEVER, AS NOTED IN THIS NARRATIVE, THE LINE WAS SHUTDOWN UPON THE ALARM SIGNALING A FAILURE. WATER CONTAMINATION IS ESTIMATED AT LESS THAN A BARREL, BUT DUE TO THE CONSTRAINTS OF THE FORM, IT IS LOGGED AS 1 BARREL. RUPTURE PROPOGATION LENGTH WAS DETERMINED TO BE 70 INCHES, WHICH IS 5.8 FEET. DUE TO CONSTRAINTS ON THE FORM, PROPOGATION LENGTH WAS ROUNDED UP TO 6 FEET.  MARATHON REPORTED A SECOND NRC REPORT (#882650) UPDATING SPILL VOLUME."
20080293,EXXONMOBIL PIPELINE CO,9/8/2008,N38 46 39.7,W89 5 7.9,"CRUDE OIL, COLD LAKE",CRUDE OIL,15,15,1,BARRELS,,NO,NO,YES,NO,NO,ONSHORE,UNDER GROUND,36,BODY OF PIPE,20,,1995,,,,29000,NO,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",NO,CORROSION,,,,,,,0,0,0,0,,1500,0,27500,"RESPONSE, CLEANUP, REMEDIATION",YES,4,1,PATOKA TANK FARM,NO,INTERSTATE,,,,NO,YES,NO,YES,DRINKING WATER,3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,1,,20,300,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,0.31,GRADE B,35000,UNKNOWN,NONE,UNKNOWN,1995,4,0,0,0,0,0,0,10,0,0,NO,,,,1,0,NO,NO,NO,NO,NO,NO,NO,,,,,,,,NO,3,,0,2,2,"CORROSION, INTERNAL",2,COATED,1,LOCALIZED PITTING,,8,OTHER,INTERNAL CORROSION,YES,1995,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THAD MASSENGALE,7136562258,THAD.MASSENGALE@EXXONMOBIL.COM,7136568232,"PATOKA TANK FARM, PATOKA, ILL, MARION COUNTY. A SELDOMED USED 20"" ALTERNATE FILL LINE FOR TANK 2523 DEVELOPED A LEAK IN THE 6 OCLOCK POSITION.  INTERNAL CORROSION WAS THE CAUSE OF THE SPILL. FREE OIL WAS RECOVERED WITH VACUUM TRUCKS AND THE REMAINDER WAS RECOVERED IN IMPACTED SOILS."
20080294,"BUCKEYE PARTNERS, LP",9/6/2008,41.81,-87.46,JET FUEL,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",35,20,1,BARRELS,,NO,NO,YES,NO,NO,ONSHORE,ABOVE GROUND,,COMPONENT,0.5,,,,,,60000,NO,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",NO,EQUIPMENT,,,0,0,882959,9/6/2008,0,10000,50000,0,,0,0,0,,YES,3,6,EH,NO,INTERSTATE,,,,NO,YES,NO,YES,HI POPULATED,3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,7,,150,150,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,0,N/A,0,N/A,N/A,UNKNOWN,,3,0,0,0,0,0,0,0,6,0,NO,,,,1,0,NO,YES,NO,YES,YES,NO,NO,,,,,,,,NO,3,,,,21,"THREADS STRIPPED, BROKEN PIPE COUPLING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,OTHER,REDUCER FITTING,,,,,,,,,,,,DONALD E HANKEY,6109044410,DHANKEY@BUCKEYE.COM,6109044545,ON 9/6/08 AT 1400 HOURS THE BUCKEYE PARTNERS HAMMOND OPERATOR WAS CONDUCTING A DAILY PLANT INSPECTION WHEN HE DISCOVERED A RELEASE OF PRODUCT AT THE TRANSFER MANIFOLD. THE MANIFOLD WAS CURRENTLY BEING USED BY EXPLORER PIPELINE TO SHIP JET FUEL TO WEST SHORE PIPELINE. THE OPERATOR WAS ABLE TO TERMINATE THE RELEASE BY CALLING EXPLORER PIPELINE TO SHUT DOWN AND CLOSING THE ½ INCH VALVE THAT THE BROKEN FITTING WAS CONNECTED TO.   THE EMPLOYEE¿S SUPERVISOR WAS NOTIFIED AND THE INCIDENT COMMAND PROCESS WAS STARTED.  911 AND THE HAMMOND FIRE DEPARTMENT WERE NOTIFIED ALONG WITH ALL OTHER OUTSIDE AGENCIES.  THE FITTING WAS REPLACED AND THE PIPELINE WAS RESTARTED THE LATER THAT DAY.
20080295,MID - VALLEY PIPELINE CO,9/5/2008,32.9491,93.1679,CRUDE OIL,CRUDE OIL,12,11,1,BARRELS,,NO,NO,NO,NO,NO,ONSHORE,ABOVE GROUND,,SUMP,20,,1950,,,,14925,NO,AIR PATROL OR GROUND SURVEILLANCE,NO,EQUIPMENT,,,103,,88249,9/5/2008,0,0,0,0,,25,0,14900,"CLEAN UP, REPAIRS",YES,4,6,HAYNESVILLE STATION,NO,INTERSTATE,,,,NO,YES,NO,NO,,3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,5,,18,18,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,0.25,API 5L,52000,EFW,,,,3,0,0,0,0,0,0,,,,NO,,,,1,0,NO,YES,NO,NO,YES,NO,NO,,,,,,,,YES,5,,0,1,20,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,POWER FAILURE,,,,,,,,,,,,,,,,KENNETH DAVID BORN,2816376497,KDBORN@SUNOCOLOGISTICS.COM,2816376425,THE SUMP MOTOR STARTER FAILED TO START SUMP PUMP WHEN THE LEVEL IN THE SUMP REQUIRED IT TO PUMP DOWN.  PROBABLY DUE TO LIGHTNING OR A POWER FAILURE.
20080296,"WESTERN REFINING SOUTHWEST, INC",9/8/2008,N36.474,W108.127,CRUDE OIL,CRUDE OIL,50,0,1,BARRELS,,NO,NO,YES,NO,NO,ONSHORE,ABOVE GROUND,,OTHER,6,,,,,,58250,NO,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",NO,CORROSION,,,,,883185,9/8/2008,0,3000,50000,0,,5250,0,0,,YES,4,1,WR BISTI STATION,NO,INTERSTATE,,,,NO,YES,NO,NO,,3,"PUMP/METER STATION; TERMINAL/TANK FARM PIPING AND EQUIPMENT, INCLUDING SUMPS",,14,TANK MANIFOLD,10,70,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,0.28,API5L-B,42000,SEAMLESS,N/A,V&M STAR,2004,3,0,0,0,0,0,0,0,4,0,NO,,,,4,0,NO,YES,NO,NO,YES,NO,NO,,,,,,,,NO,3,,,,2,"CORROSION, INTERNAL",2,COATED,2,GENERAL CORROSION,,4,MICROBIOLOGICAL,,YES,2008,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAVE RICHARDS,5056324039,DAVE.RICHARDS@WNR.COM,5056324021,MICROBIOLOGICAL MONITORING SYSTEMS NOW IN PLACE SINCE DETERMINATION. INVESTIGATION INDICATED INTERNAL CORROSION. INSTALLED CORROSSION CONTROL SYSTEM WITH BIOCIDE AND CORROSSION INHIBITOR INJECTION.
20080297,AMOCO OIL CO,9/9/2008,38.8484,-90.08465,DIESEL,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",35,35,2,GALLONS,,NO,NO,,,,ONSHORE,,,,,,,,,,6050,,,,EQUIPMENT,,,WOOD RIVER STATION,,883228,9/9/2008,0,0,0,0,,0,2550,3500,CLEAN-UP AND REMEDIATION,YES,3,6,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MICHAEL SANDERS,6308367744,SANDM9@BP.COM,6308363582,
20080298,CHEMOIL REFINING,8/18/2008,33°45'00,118°12'23,FUEL OIL,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",20,20,2,GALLONS,,NO,NO,NO,NO,NO,ONSHORE,ABOVE GROUND,,OTHER,,,,,,,30300,NO,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",YES,INCORRECT OPERATION,,,,,881058,8/18/2008,0,30000,0,0,,300,0,0,,YES,3,7,NOT APPLICABLE; BERTH 209,NO,INTRASTATE,,,,NO,YES,NO,NO,,4,OTHER,VALVE PIT AT BERTH,14,NA,0,0,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,,,,,,,,3,0,0,0,0,0,0,,,,NO,,,,,,NO,NO,NO,NO,NO,NO,NO,1,YES,,,NO,,,NO,3,,,10,23,INCORRECT OPERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,OTHER,"SHIP DISCHARGED BALLAST WATER, WITHOUT NOTIFYING O",,,,,,"KEN EZOE., P.E., CHIEF ENGINEER",5624854214,KEN.EZOE@CHEMOIL.COM,5629011964,
20080299,AMOCO OIL CO,9/17/2008,41.47742,-88.21054,DIESEL,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",5,2,1,BARRELS,,NO,NO,YES,NO,NO,ONSHORE,OPEN DITCH,48,OTHER,10,,2008,,,,103000,NO,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",NO,INCORRECT OPERATION,,,51.13,,884276,9/17/2008,0,5000,98000,0,,0,0,0,,YES,3,7,WHITING TO DUBUQUE,NO,INTERSTATE,,,,NO,NO,YES,YES,HIGH POP & C/A WATER,4,OTHER,STOPPLE MACHINE,14,STOPPLE MACHINE THD FITTING,300,1068,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,0.28,GRADE B,35000,SEAMLESS,,,1947,1,0,0,0,0,0,0,0,6,0,NO,,,,0,15,YES,YES,NO,NO,YES,YES,NO,,,,,,,,YES,3,,0,1,23,INCORRECT OPERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FAILURE TO FOLLOW PROCEDURES,,,,,,,MICHAEL SANDERS,6308367744,SANDM9@BP.COM,6308363582,"ON SEPTEMBER 17TH A T.D. WILLIAMSON FIELD TECH, ASSISTED BY MIDWESTERN CONTRACTORS, BEGAN THE PROCESS OF HOT TAPPING THE WHITING-DUBUQUE PRODUCTS LINE FOR A SCHEDULED TIE-IN TO A NEW SECTION OF PIPELINE. ONCE THE PILOT HOLE PENETRATED THROUGH THE PIPE WALL, THE HOT TAP MACHINE BEGAN TO RELEASE DIESEL FUEL FROM A 3/8¿ PORT ON THE HOT TAP MACHINE THAT HAD NOT BEEN PROPERLY PLUGGED.  AN ESTIMATED 225 GALLONS OF DIESEL WAS RELEASED.  THE TD WILLIAMSON FIELD TECHNICIAN WAS ABLE TO REDUCE THE FLOW FROM THE MACHINE PORT BY WITHDRAWING THE HOT TAP DRILL AND CLOSING THE SANDWICH VALVE BETWEEN THE STOPPLE AND PIPE BODY.  A NIPPLE & VALVE WERE FIT INTO THE PORT AND THE RELEASE STOPPED. A VAC-TRUCK WAS ON SITE FOR THE PLANNED OPERATION AND BEGAN CLEANING UP IMMEDIATELY.  REVIEW OF THE INCIDENT REVEALED THAT THE T.D. WILLIAMSON FIELD TECHNICIAN DID NOT FIELD PRESSURE TEST THE HOT TAP UNIT PRIOR TO BEGINNING THE PROCESS AND THAT HE DID NOT VERIFY THAT ALL FITTINGS AND PLUGS WERE TORQUED PROPERLY AS REQUIRED BY PROCEDURES."
20080300,"MAGELLAN PIPELINE COMPANY, LP",9/18/2008,29.72938,-95.22113,GASOLINE,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",10,0,2,GALLONS,,NO,NO,,,,ONSHORE,,,,,,,,,,1500,,,,EQUIPMENT,,,0+00,N/A,N/A,,0,1000,500,0,,0,0,0,,YES,3,6,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEAUNDRA CHANCELLOR,9185747386,DEAUNDRA.CHANCELLOR@MAGELLANLP.COM,9185747246,
20080301,"MAGELLAN PIPELINE COMPANY, LP",9/9/2008,41.36414,-96.05823,GASOLINE/FUEL OIL MIX,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",1,0,1,BARRELS,,NO,NO,,,,ONSHORE,,,,,,,,,,8150,,,,NATURAL FORCES,,,0+00,N/A,N/A,,0,0,8000,0,,150,0,0,,YES,3,2,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KENNETH LYBARGER,9185747315,KEN.LYBARGER@MAGELLANLP.COM,9185747246,
20080302,BP PIPELINE (NORTH AMERICA) INC.,9/5/2008,29.28,90.15,CRUDE OIL MIXTURE,CRUDE OIL,2,2,1,BARRELS,,NO,NO,,,,ONSHORE,,,,,,,,,,50000,,,,NATURAL FORCES,,,,0,822833,9/5/2008,0,50000,0,0,,0,0,0,,YES,4,2,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARK P. BUTEAU,3377355303,BUTEAUMP@BP.COM,3377355492,
20080303,"SFPP, LP",9/18/2008,N 32.26172,W 107.75041,DIESEL,"GASOLINE, DIESEL, FUEL OIL OR OTHER PETROLEUM PRODUCT WHICH IS A LIQUID AT AMBIENT CONDITIONS",9,9,2,GALLONS,,NO,NO,,,,ONSHORE,,,,,,,,,,2431,,,,EQUIPMENT,,,107.251,,,,0,0,0,0,,31,700,1700,CLEANUP & SOIL DISPOSAL,YES,3,6,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STEVE MAROSITZ,9098735146,STEVE_MAROSITZ@KINDERMORGAN.COM,3039843620,
20080304,CHEVRON PIPE LINE CO,9/8/2008,,,CRUDE OIL,CRUDE OIL,4,0,2,GALLONS,,NO,NO,YES,NO,NO,OFFSHORE,UNDER WATER,36,OTHER,10,,1983,,OTHER,,4198321,NO,"LOCAL OPERATING PERSONNEL, PROCEDURES OR EQUIPMENT",NO,OTHER,,,,,883202,9/8/2008,0,0,0,0,,0,0,4198321,REPAIR AND ASSOCIATED COSTS,YES,4,8,SP 77A WEST BAY SYSTEM,NO,INTERSTATE,SOUTH PASS,77,,YES,NO,YES,NO,,6,"OFFSHORE PIPELINE, INCLUDING PLATFORM",,14,PIPE SEPARATED DUE TO MUDSLIDE DURING HURRICANE,500,1440,4,PIPE SEPARATED DUE TO MUDSLIDE DURING HURRICANE,,,,,,,NO,YES,NO,NO,YES,NO,NO,NO,46147,46147,NO,4,NOT POSSIBLE DUE TO PHYSICAL CONSTRAINTS IN THE SYSTEM,NO,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,0.5,API 5L,52000,,,,,5,0,0,0,0,0,0,0,0,1,NO,,,,0,1,NO,NO,NO,NO,NO,NO,NO,,,,,,,,NO,3,,0,0,3,EARTH MOVEMENT,,,,,,,,,,,,,,,4,OTHER,UNDERWATER MUDSLIDE DURING HURRICANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HENRY L. LEGER - DOT PIPELINE SAFETY SPECIALIST,3376548915,HENRYLEGER@CHEVRON.COM,3375723720,"PIPE SEPARATED DUE TO UNDERWATER MUDSLIDE DURING HURRICANE GUSTAV. A NEW   BREAK-AWAY SAFETY JOINT AND 347' OF NEW 10"" PIPE WAS INSTALLED TO REPLACE THE DAMAGED PIPE. REPAIRS WERE COMPLETED ON 12-23-08."
